Code,PeriodEnd,Cash,NetAssets,NetIncome,NetSales,OperatingIncome,OrdinaryIncome,ProfitBeforeTax,TotalAssets
8308,2023-09-30,20082522000000.0,73392313000000.0,113981000000.0,443570000000.0,39668000000.0,443570000000.0,,73392313000000.0
8308,2023-12-31,20006070000000.0,74134556000000.0,158672000000.0,667761000000.0,,667761000000.0,,74134556000000.0
8308,2024-03-31,20924259000000.0,76150887000000.0,223004000000.0,941663000000.0,75717000000.0,941663000000.0,,76150887000000.0
8308,2024-09-30,18827106000000.0,75009960000000.0,213332000000.0,534410000000.0,60992000000.0,534410000000.0,,75009960000000.0
8308,2025-03-31,19548812000000.0,77370816000000.0,293942000000.0,1117491000000.0,109683000000.0,1117491000000.0,,77370816000000.0
8309,2023-09-30,22257043000000.0,73145154000000.0,54637000000.0,1191005000000.0,40671000000.0,1191005000000.0,,73145154000000.0
8309,2023-12-31,22384848000000.0,73348171000000.0,58507000000.0,1778018000000.0,,1778018000000.0,,73348171000000.0
8309,2024-03-31,22831653000000.0,75876905000000.0,97977000000.0,2475303000000.0,79176000000.0,2475303000000.0,,75876905000000.0
8309,2024-09-30,25372039000000.0,76949032000000.0,183021000000.0,1334516000000.0,67054000000.0,1334516000000.0,,76949032000000.0
8309,2025-03-31,25173611000000.0,78247102000000.0,354433000000.0,2922428000000.0,150244000000.0,2922428000000.0,,78247102000000.0
8316,2023-09-30,77411258000000.0,293725065000000.0,706386000000.0,4482985000000.0,98180000000.0,4482985000000.0,,293725065000000.0
8316,2023-12-31,76597791000000.0,285778057000000.0,1084541000000.0,6691218000000.0,,6691218000000.0,,285778057000000.0
8316,2024-03-31,78143100000000.0,295236701000000.0,1342349000000.0,9353590000000.0,550062000000.0,9353590000000.0,,295236701000000.0
8316,2024-09-30,73612647000000.0,290022585000000.0,1027400000000.0,5276938000000.0,593915000000.0,5276938000000.0,,290022585000000.0
8316,2025-03-31,75590583000000.0,306282015000000.0,1699943000000.0,10174894000000.0,986127000000.0,10174894000000.0,,306282015000000.0
8411,2023-09-30,61662312000000.0,272191823000000.0,596323000000.0,4244507000000.0,553293000000.0,4244507000000.0,,272191823000000.0
8411,2023-12-31,66675039000000.0,271148694000000.0,921452000000.0,6160482000000.0,,6160482000000.0,,271148694000000.0
8411,2024-03-31,72968900000000.0,278672151000000.0,955035000000.0,8744458000000.0,551405000000.0,8744458000000.0,,278672151000000.0
8411,2024-09-30,71620559000000.0,277354891000000.0,791158000000.0,4585215000000.0,530715000000.0,4585215000000.0,,277354891000000.0
8411,2025-03-31,72483086000000.0,283320404000000.0,1190084000000.0,9030374000000.0,528736000000.0,9030374000000.0,,283320404000000.0
8473,2023-12-31,3977791000000.0,,59616000000.0,870335000000.0,,,116290000000.0,24770565000000.0
8473,2024-03-31,4580335000000.0,1913840000000.0,87243000000.0,1233020000000.0,44483000000.0,30618000000.0,165012000000.0,27139391000000.0
8473,2024-09-30,4874158000000.0,,44726000000.0,693566000000.0,,,104426000000.0,28610790000000.0
8473,2025-03-31,5500548000000.0,2209943000000.0,162120000000.0,1460184000000.0,131256000000.0,112730000000.0,309280000000.0,32113430000000.0
8591,2023-12-31,1045095000000.0,,,2037860000000.0,,,,15769189000000.0
8591,2024-03-31,1185307000000.0,5423609000000.0,146690000000.0,2814361000000.0,53626000000.0,72454000000.0,,16322100000000.0
8591,2024-09-30,1303620000000.0,,,1403633000000.0,,,,16339977000000.0
8591,2025-03-31,1321983000000.0,5600221000000.0,221238000000.0,2874821000000.0,168591000000.0,183330000000.0,,16866251000000.0
8601,2023-12-31,4576632000000.0,31734346000000.0,121552000000.0,905465000000.0,106622000000.0,119761000000.0,,31734346000000.0
8601,2024-03-31,4398616000000.0,32027299000000.0,179997000000.0,1277482000000.0,153705000000.0,176067000000.0,,32027299000000.0
8601,2024-09-30,3863043000000.0,33694875000000.0,107113000000.0,689688000000.0,76790000000.0,110627000000.0,,33694875000000.0
8601,2025-03-31,3756732000000.0,36024346000000.0,219026000000.0,1372014000000.0,166742000000.0,224716000000.0,,36024346000000.0
8604,2023-12-31,4337268000000.0,3360649000000.0,,2986540000000.0,,,,54752735000000.0
8604,2024-03-31,4299022000000.0,10626780000000.0,98873000000.0,4157294000000.0,76967000000.0,83720000000.0,,55147203000000.0
8604,2024-09-30,4827835000000.0,3396386000000.0,,2459451000000.0,,,,57458630000000.0
8604,2025-03-31,4425441000000.0,11082445000000.0,137372000000.0,4736743000000.0,127043000000.0,140679000000.0,,56802170000000.0
8630,2023-09-30,1369157000000.0,14236915000000.0,178399000000.0,2659605000000.0,2659605000000.0,181061000000.0,,14236915000000.0
8630,2023-12-31,1400225000000.0,14424349000000.0,427472000000.0,3848583000000.0,3848583000000.0,432420000000.0,,14424349000000.0
8630,2024-03-31,1231345000000.0,14832778000000.0,479581000000.0,4933646000000.0,4933646000000.0,488034000000.0,,14832778000000.0
8630,2024-09-30,1193690000000.0,15171090000000.0,343572000000.0,2962950000000.0,2962950000000.0,346641000000.0,,15171090000000.0
8630,2025-03-31,1149338000000.0,2865132000000.0,422927000000.0,5453769000000.0,119448000000.0,552924000000.0,330279000000.0,15890039000000.0
8697,2023-12-31,97935000000.0,,46591000000.0,116441000000.0,66042000000.0,,66024000000.0,82910170000000.0
8697,2024-03-31,128019000000.0,215084000000.0,60822000000.0,157804000000.0,87444000000.0,42155000000.0,87404000000.0,80682627000000.0
8697,2024-09-30,86568000000.0,,32308000000.0,81957000000.0,47718000000.0,,47726000000.0,83153457000000.0
8697,2025-03-31,98428000000.0,215569000000.0,61092000000.0,164172000000.0,90122000000.0,51934000000.0,90277000000.0,85396761000000.0
8725,2023-09-30,2882904000000.0,25662452000000.0,120436000000.0,3628542000000.0,3628542000000.0,131413000000.0,,25662452000000.0
8725,2023-12-31,3021440000000.0,25842307000000.0,376104000000.0,4947791000000.0,4947791000000.0,386579000000.0,,25842307000000.0
8725,2024-03-31,2911347000000.0,26960207000000.0,462263000000.0,6572889000000.0,6572889000000.0,416440000000.0,,26960207000000.0
8725,2024-09-30,2471422000000.0,26496062000000.0,585131000000.0,3447807000000.0,3447807000000.0,630802000000.0,,26496062000000.0
8725,2025-03-31,2239475000000.0,26241298000000.0,907382000000.0,6660813000000.0,6660813000000.0,928989000000.0,,26241298000000.0
8750,2023-12-31,1809161000000.0,65782663000000.0,295266000000.0,8379405000000.0,8809295000000.0,566844000000.0,,65782663000000.0
8750,2024-03-31,2772370000000.0,67540309000000.0,426998000000.0,11575363000000.0,12159614000000.0,733644000000.0,,67540309000000.0
8750,2024-09-30,2497740000000.0,69476208000000.0,316196000000.0,6125052000000.0,6611575000000.0,613104000000.0,,69476208000000.0
8750,2025-03-31,2313529000000.0,69592967000000.0,562299000000.0,11373330000000.0,12083387000000.0,988656000000.0,,69592967000000.0
8766,2023-09-30,981890000000.0,29569606000000.0,273344000000.0,3769981000000.0,3791883000000.0,275956000000.0,,29569606000000.0
8766,2023-12-31,924220000000.0,29931839000000.0,579596000000.0,5634645000000.0,5784064000000.0,589822000000.0,,29931839000000.0
8766,2024-03-31,1086981000000.0,30594869000000.0,821861000000.0,7618030000000.0,7664213000000.0,842576000000.0,,30594869000000.0
8766,2024-09-30,1719292000000.0,31618261000000.0,929908000000.0,4539310000000.0,4563249000000.0,937946000000.0,,31618261000000.0
8766,2025-03-31,1469794000000.0,31237340000000.0,1450272000000.0,8894362000000.0,8943470000000.0,1460007000000.0,,31237340000000.0
8795,2023-09-30,988584000000.0,16850357000000.0,103766000000.0,1554766000000.0,1679283000000.0,176966000000.0,,16850357000000.0
8795,2023-12-31,1158899000000.0,16944032000000.0,89784000000.0,2365125000000.0,2501145000000.0,215325000000.0,,16944032000000.0
8795,2024-03-31,1172006000000.0,17207110000000.0,135080000000.0,3239518000000.0,3391285000000.0,270095000000.0,,17207110000000.0
8795,2024-09-30,1080466000000.0,16972756000000.0,90519000000.0,1664768000000.0,1756132000000.0,186098000000.0,,16972756000000.0
8795,2025-03-31,823096000000.0,16619009000000.0,168695000000.0,3867594000000.0,3968529000000.0,281533000000.0,,16619009000000.0
8801,2023-12-31,281806000000.0,9664708000000.0,258262000000.0,1699015000000.0,245294000000.0,199759000000.0,,9664708000000.0
8801,2024-03-31,184192000000.0,9489527000000.0,334065000000.0,2383289000000.0,339690000000.0,267890000000.0,,9489527000000.0
8801,2024-09-30,126286000000.0,9963369000000.0,147988000000.0,1162438000000.0,169470000000.0,137322000000.0,,9963369000000.0
8801,2025-03-31,164106000000.0,9859856000000.0,363060000000.0,2625363000000.0,372732000000.0,290262000000.0,,9859856000000.0
8802,2023-12-31,327109000000.0,7555268000000.0,139579000000.0,948795000000.0,169021000000.0,123284000000.0,,7555268000000.0
8802,2024-03-31,275965000000.0,7583748000000.0,274532000000.0,1537606000000.0,309533000000.0,241158000000.0,,7583748000000.0
8802,2024-09-30,203800000000.0,7814651000000.0,96816000000.0,673118000000.0,112111000000.0,79442000000.0,,7814651000000.0
8802,2025-03-31,256881000000.0,7996591000000.0,316960000000.0,1650343000000.0,337335000000.0,262960000000.0,,7996591000000.0
8830,2023-12-31,214167000000.0,6585120000000.0,207874000000.0,731279000000.0,220524000000.0,207377000000.0,,6585120000000.0
8830,2024-03-31,103911000000.0,6678390000000.0,253263000000.0,974258000000.0,277788000000.0,253111000000.0,,6678390000000.0
8830,2024-09-30,74116000000.0,6641195000000.0,157144000000.0,542515000000.0,166895000000.0,156168000000.0,,6641195000000.0
8830,2025-03-31,99020000000.0,6722422000000.0,273840000000.0,1021010000000.0,296134000000.0,268323000000.0,,6722422000000.0
9020,2023-12-31,380466000000.0,9604767000000.0,260966000000.0,2205441000000.0,298510000000.0,259631000000.0,,9604767000000.0
9020,2024-03-31,281000000000.0,9771479000000.0,274072000000.0,3022821000000.0,346819000000.0,296631000000.0,,9771479000000.0
9020,2024-09-30,369269000000.0,9823228000000.0,199958000000.0,1535043000000.0,235604000000.0,204525000000.0,,9823228000000.0
9020,2025-03-31,233663000000.0,10174224000000.0,297292000000.0,3209465000000.0,379888000000.0,321564000000.0,,10174224000000.0
9021,2023-12-31,218988000000.0,3658168000000.0,160872000000.0,1280992000000.0,172446000000.0,161033000000.0,,3658168000000.0
9021,2024-03-31,233465000000.0,3777923000000.0,145182000000.0,1770833000000.0,180270000000.0,167382000000.0,,3777923000000.0
9021,2024-09-30,115767000000.0,3600646000000.0,101191000000.0,870387000000.0,104790000000.0,98596000000.0,,3600646000000.0
9021,2025-03-31,125617000000.0,3752359000000.0,164487000000.0,1845644000000.0,180526000000.0,165670000000.0,,3752359000000.0
9022,2023-12-31,639252000000.0,9729329000000.0,454194000000.0,1398867000000.0,503710000000.0,455115000000.0,,9729329000000.0
9022,2024-03-31,821720000000.0,9941896000000.0,545328000000.0,1907493000000.0,609222000000.0,546946000000.0,,9941896000000.0
9022,2024-09-30,486089000000.0,9996811000000.0,334364000000.0,958816000000.0,365413000000.0,335467000000.0,,9996811000000.0
9022,2025-03-31,394701000000.0,10323345000000.0,645875000000.0,2033041000000.0,703824000000.0,649294000000.0,,10323345000000.0
9064,2023-12-31,192841000000.0,1209463000000.0,61049000000.0,1719750000000.0,50362000000.0,50615000000.0,,1209463000000.0
9064,2024-03-31,195061000000.0,1135895000000.0,51704000000.0,2205402000000.0,40059000000.0,40458000000.0,,1135895000000.0
9064,2024-09-30,164396000000.0,1099278000000.0,66000000.0,903358000000.0,4515000000.0,-13652000000.0,,1099278000000.0
9064,2025-03-31,208654000000.0,1267428000000.0,54801000000.0,1893080000000.0,37240000000.0,40645000000.0,,1267428000000.0
9101,2023-12-31,160642000000.0,3995334000000.0,231625000000.0,1883955000000.0,144271000000.0,209897000000.0,,3995334000000.0
9101,2024-03-31,156163000000.0,4254770000000.0,318842000000.0,2510225000000.0,174679000000.0,273524000000.0,,4254770000000.0
9101,2024-09-30,145187000000.0,4178867000000.0,299198000000.0,1375654000000.0,115628000000.0,293708000000.0,,4178867000000.0
9101,2025-03-31,156012000000.0,4320269000000.0,515422000000.0,2701145000000.0,210820000000.0,501321000000.0,,4320269000000.0
9104,2023-12-31,138698000000.0,3924154000000.0,238212000000.0,1273683000000.0,80126000000.0,197263000000.0,,3924154000000.0
9104,2024-03-31,117919000000.0,4120552000000.0,326242000000.0,1701238000000.0,103132000000.0,292163000000.0,,4120552000000.0
9104,2024-09-30,147876000000.0,4473647000000.0,259926000000.0,935773000000.0,89185000000.0,264951000000.0,,4473647000000.0
9104,2025-03-31,163290000000.0,4984449000000.0,452735000000.0,1846586000000.0,150851000000.0,431964000000.0,,4984449000000.0
9107,2023-12-31,224454000000.0,2066910000000.0,99208000000.0,769936000000.0,70153000000.0,104370000000.0,,2066910000000.0
9107,2024-03-31,272616000000.0,2109432000000.0,169537000000.0,1036779000000.0,84763000000.0,172884000000.0,,2109432000000.0
9107,2024-09-30,214354000000.0,2080802000000.0,189577000000.0,578307000000.0,61140000000.0,189536000000.0,,2080802000000.0
9107,2025-03-31,204716000000.0,2210049000000.0,319973000000.0,1127978000000.0,102855000000.0,313887000000.0,,2210049000000.0
9201,2023-12-31,684059000000.0,,85872000000.0,1324994000000.0,125952000000.0,,123970000000.0,2621541000000.0
9201,2024-03-31,713867000000.0,2350867000000.0,95988000000.0,1751280000000.0,140932000000.0,102621000000.0,139306000000.0,2649232000000.0
9201,2024-09-30,750604000000.0,,49878000000.0,984231000000.0,85904000000.0,,76301000000.0,2760791000000.0
9201,2025-03-31,749030000000.0,2495932000000.0,136757000000.0,2008567000000.0,168605000000.0,119734000000.0,158900000000.0,2794913000000.0
9202,2023-12-31,664189000000.0,3485095000000.0,206676000000.0,1792114000000.0,219569000000.0,207133000000.0,,3485095000000.0
9202,2024-03-31,1002512000000.0,3569530000000.0,204838000000.0,2406076000000.0,221235000000.0,207656000000.0,,3569530000000.0
9202,2024-09-30,678322000000.0,3496768000000.0,112648000000.0,1280047000000.0,114900000000.0,112383000000.0,,3496768000000.0
9202,2025-03-31,862718000000.0,3620297000000.0,196566000000.0,2645136000000.0,209058000000.0,200086000000.0,,3620297000000.0
9432,2023-12-31,945045000000.0,,1011115000000.0,9716856000000.0,1494236000000.0,,1556842000000.0,27244710000000.0
9432,2024-03-31,982874000000.0,12284883000000.0,1279521000000.0,13374569000000.0,1951465000000.0,1106278000000.0,1980457000000.0,44822110000000.0
9432,2024-09-30,1207863000000.0,,554792000000.0,6590625000000.0,931156000000.0,,878845000000.0,29045759000000.0
9432,2025-03-31,1000994000000.0,11966934000000.0,1145080000000.0,13704727000000.0,1695629000000.0,1139405000000.0,1564696000000.0,45260930000000.0
9433,2023-12-31,623513000000.0,,545593000000.0,4560310000000.0,848869000000.0,,869496000000.0,13456032000000.0
9433,2024-03-31,887207000000.0,6466605000000.0,764470000000.0,6153753000000.0,962785000000.0,780977000000.0,992725000000.0,14146060000000.0
9433,2024-09-30,1134133000000.0,,351202000000.0,3054478000000.0,573855000000.0,,563554000000.0,15808645000000.0
9433,2025-03-31,921175000000.0,7298136000000.0,723454000000.0,6318785000000.0,1120221000000.0,722734000000.0,1104625000000.0,16876219000000.0
9434,2023-12-31,2194882000000.0,,406682000000.0,4524201000000.0,731933000000.0,,690461000000.0,15392974000000.0
9434,2024-03-31,1992873000000.0,5581362000000.0,653618000000.0,6104953000000.0,876068000000.0,649324000000.0,805912000000.0,15521906000000.0
9434,2024-09-30,1660618000000.0,,323857000000.0,3246653000000.0,598773000000.0,,525641000000.0,15469392000000.0
9434,2025-03-31,1435525000000.0,5644139000000.0,526133000000.0,6720146000000.0,989016000000.0,510303000000.0,880057000000.0,16102195000000.0
9501,2023-12-31,1251288000000.0,14155040000000.0,409717000000.0,6420914000000.0,382534000000.0,666780000000.0,,14155040000000.0
9501,2024-03-31,1242542000000.0,14595480000000.0,302345000000.0,8820037000000.0,278856000000.0,575911000000.0,,14595480000000.0
9501,2024-09-30,987568000000.0,14557918000000.0,217020000000.0,4384563000000.0,199012000000.0,393185000000.0,,14557918000000.0
9501,2025-03-31,936335000000.0,14986993000000.0,198741000000.0,8917288000000.0,234452000000.0,403481000000.0,,14986993000000.0
9502,2023-12-31,320599000000.0,6930965000000.0,444161000000.0,3484930000000.0,289611000000.0,447067000000.0,,6930965000000.0
9502,2024-03-31,418518000000.0,7108617000000.0,506019000000.0,4698630000000.0,343339000000.0,521794000000.0,,7108617000000.0
9502,2024-09-30,299578000000.0,7039194000000.0,187327000000.0,2260688000000.0,142754000000.0,221721000000.0,,7039194000000.0
9502,2025-03-31,293547000000.0,7124812000000.0,269496000000.0,4711427000000.0,242045000000.0,313508000000.0,,7124812000000.0
9503,2023-12-31,390107000000.0,8756949000000.0,519060000000.0,3725216000000.0,612692000000.0,639414000000.0,,8756949000000.0
9503,2024-03-31,564427000000.0,9032917000000.0,641054000000.0,5051879000000.0,728935000000.0,777832000000.0,,9032917000000.0
9503,2024-09-30,382032000000.0,9149472000000.0,319606000000.0,2654326000000.0,297233000000.0,331633000000.0,,9149472000000.0
9503,2025-03-31,942388000000.0,9652655000000.0,594572000000.0,5405733000000.0,468877000000.0,540270000000.0,,9652655000000.0
9509,2023-12-31,87369000000.0,2114195000000.0,74099000000.0,947657000000.0,81030000000.0,77031000000.0,,2114195000000.0
9509,2024-03-31,110709000000.0,2141691000000.0,88597000000.0,1330417000000.0,101155000000.0,91220000000.0,,2141691000000.0
9509,2024-09-30,118100000000.0,2133810000000.0,70522000000.0,576169000000.0,56168000000.0,51987000000.0,,2133810000000.0
9509,2025-03-31,156322000000.0,2244003000000.0,84355000000.0,1263195000000.0,75838000000.0,66977000000.0,,2244003000000.0
9531,2023-12-31,237802000000.0,3901004000000.0,175618000000.0,2103135000000.0,182730000000.0,170545000000.0,,3901004000000.0
9531,2024-03-31,363945000000.0,3888855000000.0,252089000000.0,2960467000000.0,247584000000.0,228179000000.0,,3888855000000.0
9531,2024-09-30,212957000000.0,3882528000000.0,33654000000.0,1347425000000.0,54154000000.0,28703000000.0,,3882528000000.0
9531,2025-03-31,244388000000.0,3855093000000.0,189236000000.0,2927402000000.0,159933000000.0,191326000000.0,,3855093000000.0
9684,2023-12-31,197832000000.0,415455000000.0,39458000000.0,259688000000.0,48343000000.0,40910000000.0,,415455000000.0
9684,2024-03-31,225901000000.0,410876000000.0,33729000000.0,359693000000.0,50678000000.0,41541000000.0,,410876000000.0
9684,2024-09-30,222447000000.0,412245000000.0,17688000000.0,158887000000.0,29847000000.0,18141000000.0,,412245000000.0
9684,2025-03-31,247760000000.0,416160000000.0,39542000000.0,327573000000.0,58759000000.0,40939000000.0,,416160000000.0
9697,2023-12-31,108008000000.0,222925000000.0,49598000000.0,106179000000.0,54111000000.0,49460000000.0,,222925000000.0
9697,2024-03-31,125191000000.0,245805000000.0,59282000000.0,152410000000.0,66700000000.0,59422000000.0,,245805000000.0
9697,2024-09-30,125997000000.0,245782000000.0,20847000000.0,56402000000.0,25091000000.0,20706000000.0,,245782000000.0
9697,2025-03-31,166783000000.0,312982000000.0,65651000000.0,169604000000.0,76790000000.0,65635000000.0,,312982000000.0
9735,2023-12-31,397024000000.0,2006781000000.0,121654000000.0,860563000000.0,118341000000.0,119721000000.0,,2006781000000.0
9735,2024-03-31,440936000000.0,2080781000000.0,163765000000.0,1188344000000.0,160371000000.0,166859000000.0,,2080781000000.0
9735,2024-09-30,403745000000.0,2064108000000.0,83626000000.0,576683000000.0,69798000000.0,83594000000.0,,2064108000000.0
9735,2025-03-31,408773000000.0,2145576000000.0,174868000000.0,1232650000000.0,165987000000.0,175123000000.0,,2145576000000.0
9766,2023-12-31,238283000000.0,,44495000000.0,253096000000.0,59608000000.0,,61501000000.0,578572000000.0
9766,2024-03-31,273747000000.0,366557000000.0,59171000000.0,360314000000.0,80262000000.0,32673000000.0,82685000000.0,605850000000.0
9766,2024-09-30,266060000000.0,,36401000000.0,184084000000.0,49844000000.0,,50863000000.0,617760000000.0
9766,2025-03-31,294216000000.0,395635000000.0,74692000000.0,421602000000.0,101944000000.0,48473000000.0,104008000000.0,665040000000.0
9843,2023-12-31,129605000000.0,1196126000000.0,100773000000.0,670740000000.0,97865000000.0,101268000000.0,,1196126000000.0
9843,2024-03-31,137943000000.0,1238679000000.0,123904000000.0,904668000000.0,127725000000.0,132377000000.0,,1238679000000.0
9843,2024-09-30,134525000000.0,1225826000000.0,59185000000.0,451296000000.0,57974000000.0,60629000000.0,,1225826000000.0
9843,2025-03-31,137452000000.0,965352000000.0,82546000000.0,940483000000.0,117665000000.0,126218000000.0,117448000000.0,1547796000000.0
9983,2023-08-31,903280000000.0,1392070000000.0,296229000000.0,2766557000000.0,381090000000.0,251097000000.0,437918000000.0,3303694000000.0
9983,2023-11-30,887360000000.0,,107800000000.0,810833000000.0,146686000000.0,,162471000000.0,3434987000000.0
9983,2024-02-29,1065864000000.0,,195912000000.0,1598999000000.0,257085000000.0,,299395000000.0,3495845000000.0
9983,2024-05-31,1097753000000.0,,312838000000.0,2366501000000.0,401803000000.0,,477767000000.0,3684122000000.0
9983,2024-08-31,1193560000000.0,1611968000000.0,371999000000.0,3103836000000.0,500904000000.0,335553000000.0,557201000000.0,3587565000000.0
9983,2025-02-28,977330000000.0,,233566000000.0,1790198000000.0,304217000000.0,,363724000000.0,3729143000000.0
9984,2023-12-31,6163703000000.0,,950004000000.0,5001901000000.0,,,1171500000000.0,44983750000000.0
9984,2024-03-31,6186874000000.0,23334956000000.0,105253000000.0,6756500000000.0,-42808000000.0,-1161224000000.0,835076000000.0,46724243000000.0
9984,2024-09-30,4476300000000.0,,1005319000000.0,3469922000000.0,,,1461143000000.0,45346920000000.0
9984,2025-03-31,3713028000000.0,23044859000000.0,1153332000000.0,7243752000000.0,304715000000.0,-481572000000.0,1704721000000.0,45013756000000.0
